page_ptr	id	path	depth	numchild	title	draft_title	slug	content_type	live	has_unpublished_changes	url_path	owner	seo_title	show_in_menus	search_description	go_live_at	expire_at	expired	locked	first_published_at	last_published_at	latest_revision_created_at	live_revision	document	name	abstract	pub_type	download_link	pub_issue	pub_year	pub_journal	pub_vol	page_start	page_end	citations	alt_people_text
1403	1403	0001000100030001005E	5	0	Application of an efficient numerical model for CO2 sequestration in deep saline aquifers	Application of an efficient numerical model for CO2 sequestration in deep saline aquifers	2018_1_application-of-an-efficient-numerical-model-for-co2-sequestration-in-deep-saline-aquifers	18	1	0	/mech/research/publications/2018_1_application-of-an-efficient-numerical-model-for-co2-sequestration-in-deep-saline-aquifers/			0				0	0						Application of an efficient numerical model for CO2 sequestration in deep saline aquifers		1			2018-01-01	4th International Conference in Ocean Engineering, IIT Madras, Chennai, India, 2018				0	P. Dinesh, M.R. Behera, P.G. Ranjith, N. Muthu
1404	1404	0001000100030001005F	5	0	An Element-Free Galerkin (EFG) Meshfree Method Model for Carbon Sequestration	An Element-Free Galerkin (EFG) Meshfree Method Model for Carbon Sequestration	2018_1_an-element-free-galerkin-efg-meshfree-method-model-for-carbon-sequestration	18	1	0	/mech/research/publications/2018_1_an-element-free-galerkin-efg-meshfree-method-model-for-carbon-sequestration/			0				0	0						An Element-Free Galerkin (EFG) Meshfree Method Model for Carbon Sequestration		1			2018-01-01	3rd International Conference on Multiphase Flow and Heat Transfer, Budapest, Hungary, 2018				0	P. Dinesh, M.R. Behera, P.G. Ranjith, N. Muthu
1405	1405	0001000100030001005G	5	0	Oscillation Dynamics of Falling Drops”	Oscillation Dynamics of Falling Drops”	2018_1_oscillation-dynamics-of-falling-drops	18	1	0	/mech/research/publications/2018_1_oscillation-dynamics-of-falling-drops/			0				0	0						Oscillation Dynamics of Falling Drops”		1			2018-01-01	Paper No. FMFP2018-148, Proceedings of the 7th International and 45th National Conference on Fluid Mechanics and Fluid Power, December 10-12, 2018, Indian Institute of Technology Bombay, Mumbai, India				0	Deka, H., Biswas, G., and Dalal, A.,
1406	1406	0001000100030001005H	5	0	Universal Scaling Laws in Drop-on-demand Generation from A Yarn	Universal Scaling Laws in Drop-on-demand Generation from A Yarn	2018_1_universal-scaling-laws-in-drop-on-demand-generation-from-a-yarn	18	1	0	/mech/research/publications/2018_1_universal-scaling-laws-in-drop-on-demand-generation-from-a-yarn/			0				0	0						Universal Scaling Laws in Drop-on-demand Generation from A Yarn		1			2018-01-01	Paper No. FMFP2018-467, Proceedings of the 7th International and 45th National Conference on Fluid Mechanics and Fluid Power, December 10-12, 2018, Indian Institute of Technology Bombay, Mumbai, India.				0	Sarma, B., Basu, D. N., and Dalal, A.,
1407	1407	0001000100030001005I	5	0	High Speed Imaging and Analysis of Drop Formation	High Speed Imaging and Analysis of Drop Formation	2018_1_high-speed-imaging-and-analysis-of-drop-formation	18	1	0	/mech/research/publications/2018_1_high-speed-imaging-and-analysis-of-drop-formation/			0				0	0						High Speed Imaging and Analysis of Drop Formation		1			2018-01-01	”, Paper No. FMFP2018-680, Proceedings of the 7th International and 45th National Conference on Fluid Mechanics and Fluid Power, December 10-12, 2018, Indian Institute of Technology Bombay, Mumbai, India.				0	Shahapure, V., Sarma, B., Basu, D. N., and Dalal, A.,
1408	1408	0001000100030001005J	5	0	A Coupled Level Set and Volume-of-fluid Method for Modelling Two-phase Flows	A Coupled Level Set and Volume-of-fluid Method for Modelling Two-phase Flows	2018_1_a-coupled-level-set-and-volume-of-fluid-method-for-modelling-two-phase-flows	18	1	0	/mech/research/publications/2018_1_a-coupled-level-set-and-volume-of-fluid-method-for-modelling-two-phase-flows/			0				0	0						A Coupled Level Set and Volume-of-fluid Method for Modelling Two-phase Flows		1			2018-01-01	Paper No. IC-RIDME18: 194, International Conference on Recent Innovations and Developments in Mechanical Engineering, National Institute of Technology Meghalaya, Shillong, India, November 8 – 10, 2018.				0	Deka, H., Biswas, G., and Dalal, A.,
1409	1409	0001000100030001005K	5	0	The Role of Particle Diameter on the Fluidization Behavior in a Bubbling Gas-Solid Fluidized Bed	The Role of Particle Diameter on the Fluidization Behavior in a Bubbling Gas-Solid Fluidized Bed	2018_1_the-role-of-particle-diameter-on-the-fluidization-behavior-in-a-bubbling-gas-solid-fluidized-bed	18	1	0	/mech/research/publications/2018_1_the-role-of-particle-diameter-on-the-fluidization-behavior-in-a-bubbling-gas-solid-fluidized-bed/			0				0	0						The Role of Particle Diameter on the Fluidization Behavior in a Bubbling Gas-Solid Fluidized Bed		1			2018-01-01	”, Paper No. FMFP2018-680, Proceedings of the 7th International and 45th National Conference on Fluid Mechanics and Fluid Power, December 10-12, 2018, Indian Institute of Technology Bombay, Mumbai, India.				0	Kotoky, S., Dalal, A., and Natarajan, G., 2018
1410	1410	0001000100030001005L	5	0	Influence of Electric Field in the Lateral Migration of a Drop Inside a Microchannel	Influence of Electric Field in the Lateral Migration of a Drop Inside a Microchannel	2018_1_influence-of-electric-field-in-the-lateral-migration-of-a-drop-inside-a-microchannel	18	1	0	/mech/research/publications/2018_1_influence-of-electric-field-in-the-lateral-migration-of-a-drop-inside-a-microchannel/			0				0	0						Influence of Electric Field in the Lateral Migration of a Drop Inside a Microchannel		1			2018-01-01	Paper No. IC-RIDME18: 245, International Conference on Recent Innovations and Developments in Mechanical Engineering, National Institute of Technology Meghalaya, Shillong, India, November 8 – 10, 2018.				0	Nath, B., Borthakur, M.P., Biswas, G., and Dalal, A.,
1411	1411	0001000100030001005M	5	0	Prediction of Sauter Mean Diameter of Spray During Electric Discharge Mediated Bursting of a Droplet	Prediction of Sauter Mean Diameter of Spray During Electric Discharge Mediated Bursting of a Droplet	2018_1_prediction-of-sauter-mean-diameter-of-spray-during-electric-discharge-mediated-bursting-of-a-droplet	18	1	0	/mech/research/publications/2018_1_prediction-of-sauter-mean-diameter-of-spray-during-electric-discharge-mediated-bursting-of-a-droplet/			0				0	0						Prediction of Sauter Mean Diameter of Spray During Electric Discharge Mediated Bursting of a Droplet		1			2018-01-01	”, Paper No. IC-RIDME18: 251, International Conference on Recent Innovations and Developments in Mechanical Engineering, National Institute of Technology Meghalaya, Shillong, India, November 8 – 10, 2018.				0	Sarma, B., Pokhrel, S., Kumar, S., Dalal, A., Bandyopadhyay, D., and Basu, D. N.
1412	1412	0001000100030001005N	5	0	Three-dimensional Analysis of Non-Boussinesq Natural Convection with Radiative Heat Transfer in a Vertical Seven Rod Bundle	Three-dimensional Analysis of Non-Boussinesq Natural Convection with Radiative Heat Transfer in a Vertical Seven Rod Bundle	2018_1_three-dimensional-analysis-of-non-boussinesq-natural-convection-with-radiative-heat-transfer-in-a-vertical-seven-rod-bundle	18	1	0	/mech/research/publications/2018_1_three-dimensional-analysis-of-non-boussinesq-natural-convection-with-radiative-heat-transfer-in-a-vertical-seven-rod-bundle/			0				0	0						Three-dimensional Analysis of Non-Boussinesq Natural Convection with Radiative Heat Transfer in a Vertical Seven Rod Bundle		1			2018-01-01	Paper No: IHTC16-23267, 16th International Heat Transfer Conference, Beijing, China.				0	Parmananda, P., Dalal, A., and Natarajan, G.
1413	1413	0001000100030001005O	5	0	Modeling of Thermal Management in Automotive Battery Modules	Modeling of Thermal Management in Automotive Battery Modules	2018_1_modeling-of-thermal-management-in-automotive-battery-modules	18	1	0	/mech/research/publications/2018_1_modeling-of-thermal-management-in-automotive-battery-modules/			0				0	0						Modeling of Thermal Management in Automotive Battery Modules		1			2018-01-01	Paper No: 538, 4th International Conference on Computational Methods for Thermal Problems, Indian Institute of Science, Bangalore, India.				0	Dalal, A., Gupta, A., Gupta A., Mukherjee, P.P.
1414	1414	0001000100030001005P	5	0	A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis.	A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis.	2018_1_a-hybrid-visual-information-representation-and-reasoning-paradigm-towards-video-analysis	18	1	0	/mech/research/publications/2018_1_a-hybrid-visual-information-representation-and-reasoning-paradigm-towards-video-analysis/			0				0	0						A Hybrid Visual Information Representation and Reasoning Paradigm Towards Video Analysis.		1			2018-01-01	, Lecture Notes in Computer Science, (To Appear). Springer, June 18-22, 2018, Edinburgh, UK.				0	Chayanika Nath and S. M. Hazarika
1415	1415	0001000100030001005Q	5	0	Evaluation of Convective Heat Transfer Coefficient of Herbs Dried in a Mixed Mode Solar Dryer	Evaluation of Convective Heat Transfer Coefficient of Herbs Dried in a Mixed Mode Solar Dryer	2018_1_evaluation-of-convective-heat-transfer-coefficient-of-herbs-dried-in-a-mixed-mode-solar-dryer	18	1	0	/mech/research/publications/2018_1_evaluation-of-convective-heat-transfer-coefficient-of-herbs-dried-in-a-mixed-mode-solar-dryer/			0				0	0						Evaluation of Convective Heat Transfer Coefficient of Herbs Dried in a Mixed Mode Solar Dryer		1			2018-01-01	. Presented at ICUE 2018 on: Green Energy for Sustainable Development, Phuket, Thailand, 24-26 Oct 2018				0	Lakshmi DVN, Apurba Layek, Muthukumar, P
1416	1416	0001000100030001005R	5	0	Experimental Analysis of a Porous Radiant Pressurized Cook Stove by Using a Blend of Waste Cooking Oil (WCO) and Kerosene	Experimental Analysis of a Porous Radiant Pressurized Cook Stove by Using a Blend of Waste Cooking Oil (WCO) and Kerosene	2018_1_experimental-analysis-of-a-porous-radiant-pressurized-cook-stove-by-using-a-blend-of-waste-cooking-oil-wco-and-kerosene	18	1	0	/mech/research/publications/2018_1_experimental-analysis-of-a-porous-radiant-pressurized-cook-stove-by-using-a-blend-of-waste-cooking-oil-wco-and-kerosene/			0				0	0						Experimental Analysis of a Porous Radiant Pressurized Cook Stove by Using a Blend of Waste Cooking Oil (WCO) and Kerosene		1			2018-01-01	Presented at ICUE 2018 on: Green Energy for Sustainable Development, Phuket, Thailand, 24-26 Oct 2018				0	Kaushik L K, Muthukumar P
1417	1417	0001000100030001005S	5	0	Performance Assessment of a Porous Radiant Cook Stove Fueled with Blend of Waste Vegetable Oil (WVO) and Kerosene	Performance Assessment of a Porous Radiant Cook Stove Fueled with Blend of Waste Vegetable Oil (WVO) and Kerosene	2018_1_performance-assessment-of-a-porous-radiant-cook-stove-fueled-with-blend-of-waste-vegetable-oil-wvo-and-kerosene	18	1	0	/mech/research/publications/2018_1_performance-assessment-of-a-porous-radiant-cook-stove-fueled-with-blend-of-waste-vegetable-oil-wvo-and-kerosene/			0				0	0						Performance Assessment of a Porous Radiant Cook Stove Fueled with Blend of Waste Vegetable Oil (WVO) and Kerosene		1			2018-01-01	Presented at The 10th International Conference on Applied Energy (ICAE2018), 22-25 August 2018, Hong Kong				0	Lav Kumar Kaushik, Muthukumar P
1418	1418	0001000100030001005T	5	0	Combustion of biogas in Porous Radiant Burner: Low emission combustion	Combustion of biogas in Porous Radiant Burner: Low emission combustion	2018_1_combustion-of-biogas-in-porous-radiant-burner-low-emission-combustion	18	1	0	/mech/research/publications/2018_1_combustion-of-biogas-in-porous-radiant-burner-low-emission-combustion/			0				0	0						Combustion of biogas in Porous Radiant Burner: Low emission combustion		1			2018-01-01	. Presented at The 10th International Conference on Applied Energy (ICAE2018), 22-25 August 2018, Hong Kong				0	Sangjukta Devi, Niranjan Sahoo, Muthukumar P
1419	1419	0001000100030001005U	5	0	Assessment of Heat Transfer Characteristics of a Latent Heat Thermal Energy Storage System: Multi Tube Design	Assessment of Heat Transfer Characteristics of a Latent Heat Thermal Energy Storage System: Multi Tube Design	2018_1_assessment-of-heat-transfer-characteristics-of-a-latent-heat-thermal-energy-storage-system-multi-tube-design	18	1	0	/mech/research/publications/2018_1_assessment-of-heat-transfer-characteristics-of-a-latent-heat-thermal-energy-storage-system-multi-tube-design/			0				0	0						Assessment of Heat Transfer Characteristics of a Latent Heat Thermal Energy Storage System: Multi Tube Design		1			2018-01-01	. Presented at The 10th International Conference on Applied Energy (ICAE2018), 22-25 August 2018, Hong Kong				0	Gurpreet Singh Sodhi, Vigneshwaran K, Abhishek Kumar Jaiswal, Muthukumar P
1420	1420	0001000100030001005V	5	0	Determination of Absorption Conditions for LaNi4.7Al0.3 Based Hydrogen Storage Device: A Numerical Investigation	Determination of Absorption Conditions for LaNi4.7Al0.3 Based Hydrogen Storage Device: A Numerical Investigation	2018_1_determination-of-absorption-conditions-for-lani47al03-based-hydrogen-storage-device-a-numerical-investigation	18	1	0	/mech/research/publications/2018_1_determination-of-absorption-conditions-for-lani47al03-based-hydrogen-storage-device-a-numerical-investigation/			0				0	0						Determination of Absorption Conditions for LaNi4.7Al0.3 Based Hydrogen Storage Device: A Numerical Investigation		1			2018-01-01	5th International Conference on Computation Methods for Thermal Problems (Thermacomp 2018), Bangalore, India, July 9-11, 2018				0	Nithin N. Raju, Muthukumar P, K. Malleswararao
1421	1421	0001000100030001005W	5	0	Effect of eccentricity on the charging of a multi tube Latent Heat Storage System	Effect of eccentricity on the charging of a multi tube Latent Heat Storage System	2018_1_effect-of-eccentricity-on-the-charging-of-a-multi-tube-latent-heat-storage-system	18	1	0	/mech/research/publications/2018_1_effect-of-eccentricity-on-the-charging-of-a-multi-tube-latent-heat-storage-system/			0				0	0						Effect of eccentricity on the charging of a multi tube Latent Heat Storage System		1			2018-01-01	Presented at 5th International Conference on Computational Methods for Thermal Problems (THERMACOMP – 2018), Indian Institute of Science, Bangalore, July 9-11, 2018				0	Gurpreet Singh Sodhi, Muthukumar P
